subject,session,experiment_phase,event,trial_index,noun,noun_type,noun_category,environment,test_condition,response,time_to_respond,log_num,log_time
SC000,0,TEST,NEW_NOUN,156,PLANKTON,ANIMATE,aquatic_species,sand_dunes,NEW,F,1214.0809675329365,0,331421.5343030085
SC000,0,TEST,NEW_NOUN,157,JEANS,INANIMATE,clothing,canyon,NEW,G,2592.181498534046,0,331429.1509651835
SC000,0,TEST,RETRIEVAL_LONG,158,TABLE,INANIMATE,furniture,canyon,SAME,G,993.90989652602,0,331435.1729497375
SC000,0,TEST,NEW_NOUN,159,ZEBRA,ANIMATE,mammals,glacier,NEW,F,2340.9590109367855,0,331442.53897112096
SC000,0,TEST,NEW_NOUN,160,PENGUIN,ANIMATE,birds,mountain,NEW,F,1432.3921235045418,0,331449.0138801065
SC000,0,TEST,NEW_NOUN,161,BIKE,INANIMATE,vehicles,canyon,NEW,F,1681.8811260163784,0,331455.73554597003
SC000,0,TEST,NEW_NOUN,162,LIFEGUARD,ANIMATE,people,canyon,NEW,F,1351.128106471151,0,331462.1130976385
SC000,0,TEST,RETRIEVAL_SHORT,163,NARWHAL,ANIMATE,aquatic_species,snow,REARRANGED,H,3380.2996804588474,0,331470.5208317605
SC000,0,TEST,RETRIEVAL_LONG,164,WAGON,INANIMATE,vehicles,sand_dunes,SAME,G,1547.7957205148414,0,331477.0958840205
SC000,0,TEST,RETRIEVAL_LONG,165,AMBULANCE,INANIMATE,vehicles,beach,SAME,G,2013.060453988146,0,331484.134781759
SC000,0,TEST,RETRIEVAL_LONG,166,CROW,ANIMATE,birds,canyon,REARRANGED,H,1769.5270134718157,0,331490.9446992295
SC000,0,TEST,NEW_NOUN,167,CARDINAL,ANIMATE,birds,glacier,NEW,F,1744.5484244963154,0,331497.7301304065
SC000,0,TEST,RETRIEVAL_SHORT,168,BLOUSE,INANIMATE,clothing,mountain,SAME,G,1458.0720150261186,0,331504.220094081
SC000,0,TEST,RETRIEVAL_SHORT,169,MEAT,INANIMATE,food,glacier,REARRANGED,H,1686.8844889686443,0,331510.933308344
SC000,0,TEST,RETRIEVAL_LONG,170,SHRIMP,ANIMATE,aquatic_species,sand_dunes,SAME,G,1523.8992829690687,0,331517.49739429296
SC000,0,TEST,RETRIEVAL_LONG,171,EEL,ANIMATE,aquatic_species,canyon,REARRANGED,F,2292.381281964481,0,331524.81975824595
SC000,0,TEST,RETRIEVAL_LONG,172,TRACTOR,INANIMATE,vehicles,sand_dunes,SAME,G,2103.864611533936,0,331531.9650593805
SC000,0,TEST,RETRIEVAL_LONG,173,APPLE,INANIMATE,food,canyon,REARRANGED,G,1763.9615060179494,0,331538.76001756603
SC000,0,TEST,RETRIEVAL_SHORT,174,GLOVE,INANIMATE,clothing,snow,SAME,H,2227.295184507966,0,331546.0164290325
SC000,0,TEST,RETRIEVAL_SHORT,175,GOWN,INANIMATE,clothing,snow,REARRANGED,H,1669.0868849982508,0,331552.709528657
SC000,0,TEST,NEW_NOUN,176,OWL,ANIMATE,birds,beach,NEW,F,1562.7186819911003,0,331559.316860859
SC000,0,TEST,RETRIEVAL_LONG,177,OCTOPUS,ANIMATE,aquatic_species,canyon,SAME,G,1349.0517949685454,0,331565.690973365
SC000,0,TEST,NEW_NOUN,178,FERRY,INANIMATE,vehicles,sand_dunes,NEW,F,1228.3406914793886,0,331571.9479338745
SC000,0,TEST,RETRIEVAL_SHORT,179,MOOSE,ANIMATE,mammals,glacier,SAME,G,1376.4085584552959,0,331578.3535203005
SC000,0,TEST,RETRIEVAL_SHORT,180,SHEEP,ANIMATE,mammals,snow,REARRANGED,G,1749.6910860645585,0,331585.14321969205
SC000,0,TEST,RETRIEVAL_SHORT,181,MAGICIAN,ANIMATE,people,mountain,SAME,G,1912.4302665004507,0,331592.0833611005
SC000,0,TEST,RETRIEVAL_SHORT,182,TAXI,INANIMATE,vehicles,mountain,SAME,G,1202.8701910167001,0,331598.313055285
SC000,0,TEST,RETRIEVAL_LONG,183,JAM,INANIMATE,food,sand_dunes,SAME,G,1665.1112964609638,0,331605.00330291747
SC000,0,TEST,RETRIEVAL_SHORT,184,BEAVER,ANIMATE,mammals,glacier,REARRANGED,H,1856.259643973317,0,331611.898695807
SC000,0,TEST,RETRIEVAL_SHORT,185,CAR,INANIMATE,vehicles,mountain,SAME,G,2019.9678789940663,0,331618.94559693197
SC000,0,TEST,RETRIEVAL_LONG,186,CLOWN,ANIMATE,people,canyon,SAME,G,1994.169780984521,0,331625.967910818
SC000,0,TEST,RETRIEVAL_LONG,187,STARFISH,ANIMATE,aquatic_species,beach,SAME,G,1665.6318334280513,0,331632.65863916546
SC000,0,TEST,RETRIEVAL_LONG,188,PANTS,INANIMATE,clothing,beach,SAME,G,880.5119185126387,0,331638.5640951065
SC000,0,TEST,RETRIEVAL_LONG,189,SHARK,ANIMATE,aquatic_species,sand_dunes,SAME,G,1277.9193380265497,0,331644.87018581503
SC000,0,TEST,NEW_NOUN,190,FRIDGE,INANIMATE,furniture,canyon,NEW,F,1344.846242456697,0,331651.2419991675
SC000,0,TEST,RETRIEVAL_LONG,191,ROBIN,ANIMATE,birds,sand_dunes,SAME,G,1140.6055520055816,0,331657.407439509
